MODULE	SOURCE	DESCR
REACTOME_NECTIN_NECL_TRANS_HETERODIMERIZATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_NECTIN_NECL_TRANS_HETERODIMERIZATION
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CELL_CELL_JUNCTION_ORGANIZATION
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN
REACTOME_REGULATION_OF_INSULIN_SECRETION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_INSULIN_SECRETION
REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS
REACTOME_BICARBONATE_TRANSPORTERS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_BICARBONATE_TRANSPORTERS
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT
REACTOME_METAL_ION_SLC_TRANSPORTERS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_METAL_ION_SLC_TRANSPORTERS
REACTOME_SODIUM_CALCIUM_EXCHANGERS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SODIUM_CALCIUM_EXCHANGERS
REACTOME_SODIUM_PROTON_EXCHANGERS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SODIUM_PROTON_EXCHANGERS
REACTOME_ARACHIDONATE_PRODUCTION_FROM_DAG	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ARACHIDONATE_PRODUCTION_FROM_DAG
REACTOME_CATION_COUPLED_CHLORIDE_COTRANSPORTERS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CATION_COUPLED_CHLORIDE_COTRANSPORTERS
REACTOME_SMALL_INTERFERING_RNA_SIRNA_BIOGENESIS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SMALL_INTERFERING_RNA_SIRNA_BIOGENESIS
REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION
REACTOME_MULTIFUNCTIONAL_ANION_EXCHANGERS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_MULTIFUNCTIONAL_ANION_EXCHANGERS
REACTOME_SODIUM_COUPLED_PHOSPHATE_COTRANSPORTERS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SODIUM_COUPLED_PHOSPHATE_COTRANSPORTERS
REACTOME_SPHINGOLIPID_METABOLISM	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SPHINGOLIPID_METABOLISM
REACTOME_ACTIVATION_OF_RAC1	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ACTIVATION_OF_RAC1
REACTOME_REGULATION_OF_COMMISSURAL_AXON_PATHFINDING_BY_SLIT_AND_ROBO	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_COMMISSURAL_AXON_PATHFINDING_BY_SLIT_AND_ROBO
REACTOME_INACTIVATION_OF_CDC42_AND_RAC1	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_INACTIVATION_OF_CDC42_AND_RAC1
REACTOME_ORGANIC_ANION_TRANSPORTERS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ORGANIC_ANION_TRANSPORTERS
REACTOME_ROLE_OF_ABL_IN_ROBO_SLIT_SIGNALING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ROLE_OF_ABL_IN_ROBO_SLIT_SIGNALING
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY
REACTOME_DEADENYLATION_OF_MRNA	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_DEADENYLATION_OF_MRNA
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE
REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING
REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS
REACTOME_PLATELET_SENSITIZATION_BY_LDL	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PLATELET_SENSITIZATION_BY_LDL
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_LYSOSOME_VESICLE_BIOGENESIS
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS
REACTOME_SODIUM_COUPLED_SULPHATE_DI_AND_TRI_CARBOXYLATE_TRANSPORTERS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SODIUM_COUPLED_SULPHATE_DI_AND_TRI_CARBOXYLATE_TRANSPORTERS
REACTOME_PROTON_COUPLED_MONOCARBOXYLATE_TRANSPORT	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PROTON_COUPLED_MONOCARBOXYLATE_TRANSPORT
REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION
REACTOME_ZINC_TRANSPORTERS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ZINC_TRANSPORTERS
REACTOME_ZINC_EFFLUX_AND_COMPARTMENTALIZATION_BY_THE_SLC30_FAMILY	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ZINC_EFFLUX_AND_COMPARTMENTALIZATION_BY_THE_SLC30_FAMILY
REACTOME_RECYCLING_PATHWAY_OF_L1	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RECYCLING_PATHWAY_OF_L1
REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION
REACTOME_BINDING_OF_TCF_LEF_CTNNB1_TO_TARGET_GENE_PROMOTERS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_BINDING_OF_TCF_LEF_CTNNB1_TO_TARGET_GENE_PROMOTERS
REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA
REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_ADENYLATE_CYCLASE	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_ADENYLATE_CYCLASE
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII_CAMKK_CAMKIV_CASCASDE	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII_CAMKK_CAMKIV_CASCASDE
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS
REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR
REACTOME_FREE_FATTY_ACID_RECEPTORS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_FREE_FATTY_ACID_RECEPTORS
REACTOME_RSK_ACTIVATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RSK_ACTIVATION
REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS
REACTOME_RELAXIN_RECEPTORS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RELAXIN_RECEPTORS
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS
REACTOME_SIGNAL_TRANSDUCTION_BY_L1	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SIGNAL_TRANSDUCTION_BY_L1
REACTOME_SMOOTH_MUSCLE_CONTRACTION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SMOOTH_MUSCLE_CONTRACTION
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_AQUAPORIN_MEDIATED_TRANSPORT
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX
REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN
REACTOME_SYNTHESIS_OF_DOLICHYL_PHOSPHATE	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SYNTHESIS_OF_DOLICHYL_PHOSPHATE
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION
REACTOME_SYNTHESIS_OF_GDP_MANNOSE	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SYNTHESIS_OF_GDP_MANNOSE
REACTOME_SYNTHESIS_OF_UDP_N_ACETYL_GLUCOSAMINE	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SYNTHESIS_OF_UDP_N_ACETYL_GLUCOSAMINE
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS
REACTOME_REGULATION_OF_CYTOSKELETAL_REMODELING_AND_CELL_SPREADING_BY_IPP_COMPLEX_COMPONENTS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_CYTOSKELETAL_REMODELING_AND_CELL_SPREADING_BY_IPP_COMPLEX_COMPONENTS
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING
REACTOME_CELL_JUNCTION_ORGANIZATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CELL_JUNCTION_ORGANIZATION
REACTOME_NRCAM_INTERACTIONS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_NRCAM_INTERACTIONS
REACTOME_CHL1_INTERACTIONS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CHL1_INTERACTIONS
REACTOME_NEUROFASCIN_INTERACTIONS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_NEUROFASCIN_INTERACTIONS
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING
REACTOME_INTERLEUKIN_17_SIGNALING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_INTERLEUKIN_17_SIGNALING
REACTOME_INTERLEUKIN_1_PROCESSING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_INTERLEUKIN_1_PROCESSING
REACTOME_SIGNALING_BY_INTERLEUKINS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SIGNALING_BY_INTERLEUKINS
REACTOME_OTHER_INTERLEUKIN_SIGNALING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_OTHER_INTERLEUKIN_SIGNALING
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1
REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS
REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA
REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA
REACTOME_HUR_ELAVL1_BINDS_AND_STABILIZES_MRNA	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_HUR_ELAVL1_BINDS_AND_STABILIZES_MRNA
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS
REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING
REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS
REACTOME_MITOTIC_G2_G2_M_PHASES	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_MITOTIC_G2_G2_M_PHASES
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION
REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS_	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS_
REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS
REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS
REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS
REACTOME_DEGRADATION_OF_AXIN	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_DEGRADATION_OF_AXIN
REACTOME_DEGRADATION_OF_DVL	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_DEGRADATION_OF_DVL
REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE
REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION
REACTOME_REPRESSION_OF_WNT_TARGET_GENES	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_REPRESSION_OF_WNT_TARGET_GENES
REACTOME_SUMOYLATION_OF_DNA_METHYLATION_PROTEINS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SUMOYLATION_OF_DNA_METHYLATION_PROTEINS
REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS
REACTOME_SIGNALING_BY_WNT_IN_CANCER	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SIGNALING_BY_WNT_IN_CANCER
REACTOME_PHOSPHORYLATION_SITE_MUTANTS_OF_CTNNB1_ARE_NOT_TARGETED_TO_THE_PROTEASOME_BY_THE_DESTRUCTION_COMPLEX	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PHOSPHORYLATION_SITE_MUTANTS_OF_CTNNB1_ARE_NOT_TARGETED_TO_THE_PROTEASOME_BY_THE_DESTRUCTION_COMPLEX
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES
REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS
REACTOME_GPCR_LIGAND_BINDING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_GPCR_LIGAND_BINDING
REACTOME_DEFECTIVE_GALNT3_CAUSES_FAMILIAL_HYPERPHOSPHATEMIC_TUMORAL_CALCINOSIS_HFTC_	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_DEFECTIVE_GALNT3_CAUSES_FAMILIAL_HYPERPHOSPHATEMIC_TUMORAL_CALCINOSIS_HFTC_
REACTOME_DEFECTIVE_LFNG_CAUSES_SCDO3	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_DEFECTIVE_LFNG_CAUSES_SCDO3
REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TN_POLYAGGLUTINATION_SYNDROME_TNPS_	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TN_POLYAGGLUTINATION_SYNDROME_TNPS_
REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4
